CODPROD;TIPO;FECHA;CANTIDAD
2051;VENTA;2023/10/30;20
2051;VENTA;2023/10/30;15
2053;VENTA;2023/10/30;7
2022;VENTA;2023/10/31;30
2023;VENTA;2023/10/31;11
2026;VENTA;2023/10/31;7
2027;VENTA;2023/10/31;51
2030;VENTA;2023/10/31;1
2033;VENTA;2023/10/31;20
2041;VENTA;2023/10/31;14
2043;VENTA;2023/10/31;16
2044;VENTA;2023/10/31;53
2044;VENTA;2023/10/31;41
2045;VENTA;2023/10/31;6
2049;VENTA;2023/10/31;10
2054;VENTA;2023/10/31;54
2022;VENTA;2023/11/1;5
2023;VENTA;2023/11/1;6
2023;VENTA;2023/11/1;20
2025;VENTA;2023/11/1;39
2030;VENTA;2023/11/1;6
2036;VENTA;2023/11/1;45
2046;VENTA;2023/11/1;42
2047;VENTA;2023/11/1;36
2050;VENTA;2023/11/1;15
2053;VENTA;2023/11/1;9
2021;VENTA;2023/11/2;47
2022;VENTA;2023/11/2;21
2023;VENTA;2023/11/2;41
2025;VENTA;2023/11/2;54
2028;VENTA;2023/11/2;53
2028;VENTA;2023/11/2;22
2029;VENTA;2023/11/2;51
2030;VENTA;2023/11/2;44
2032;VENTA;2023/11/2;29
2032;VENTA;2023/11/2;32
2034;VENTA;2023/11/2;39
2035;VENTA;2023/11/2;8
2039;VENTA;2023/11/2;54
2041;VENTA;2023/11/2;20
2044;VENTA;2023/11/2;16
2044;VENTA;2023/11/2;2
2047;VENTA;2023/11/2;7
2048;VENTA;2023/11/2;29
2050;VENTA;2023/11/2;22
2052;VENTA;2023/11/2;7
2053;VENTA;2023/11/2;5
2053;VENTA;2023/11/2;54
2054;VENTA;2023/11/2;26
2022;VENTA;2023/11/3;21
2023;VENTA;2023/11/3;11
2023;VENTA;2023/11/3;29
2029;VENTA;2023/11/3;44
2030;VENTA;2023/11/3;3
2032;VENTA;2023/11/3;17
2034;VENTA;2023/11/3;12
2035;VENTA;2023/11/3;42
2035;VENTA;2023/11/3;35
2035;VENTA;2023/11/3;7
2037;VENTA;2023/11/3;6
2038;VENTA;2023/11/3;46
2040;VENTA;2023/11/3;33
2042;VENTA;2023/11/3;49
2042;VENTA;2023/11/3;2
2047;VENTA;2023/11/3;25
2047;VENTA;2023/11/3;28
2052;VENTA;2023/11/3;8
2053;VENTA;2023/11/3;43
2026;VENTA;2023/11/4;28
2026;VENTA;2023/11/4;54
2027;VENTA;2023/11/4;8
2031;VENTA;2023/11/4;18
2032;VENTA;2023/11/4;46
2033;VENTA;2023/11/4;11
2034;VENTA;2023/11/4;14
2039;VENTA;2023/11/4;2
2044;VENTA;2023/11/4;54
2046;VENTA;2023/11/4;32
2025;VENTA;2023/11/5;23
2029;VENTA;2023/11/5;48
2030;VENTA;2023/11/5;26
2030;VENTA;2023/11/5;7
2035;VENTA;2023/11/5;39
2043;VENTA;2023/11/5;36
2043;VENTA;2023/11/5;53
2052;VENTA;2023/11/5;27
2023;VENTA;2023/11/6;3
2028;VENTA;2023/11/6;29
2030;VENTA;2023/11/6;32
2030;VENTA;2023/11/6;16
2033;VENTA;2023/11/6;17
2038;VENTA;2023/11/6;17
2045;VENTA;2023/11/6;4
2046;VENTA;2023/11/6;47
2048;VENTA;2023/11/6;31
2048;VENTA;2023/11/6;48
2048;VENTA;2023/11/6;45
2049;VENTA;2023/11/6;22
2050;VENTA;2023/11/6;45
2050;VENTA;2023/11/6;1
2054;VENTA;2023/11/6;22
2023;VENTA;2023/11/7;40
2032;VENTA;2023/11/7;32
2032;VENTA;2023/11/7;41
2033;VENTA;2023/11/7;38
2033;VENTA;2023/11/7;47
2037;VENTA;2023/11/7;18
2040;VENTA;2023/11/7;36
2043;VENTA;2023/11/7;22
2044;VENTA;2023/11/7;51
2044;VENTA;2023/11/7;13
2045;VENTA;2023/11/7;21
2046;VENTA;2023/11/7;38
2048;VENTA;2023/11/7;53
2054;VENTA;2023/11/7;2
2054;VENTA;2023/11/7;4
2022;VENTA;2023/11/8;12
2023;VENTA;2023/11/8;40
2024;VENTA;2023/11/8;48
2025;VENTA;2023/11/8;32
2026;VENTA;2023/11/8;44
2026;VENTA;2023/11/8;19
2026;VENTA;2023/11/8;43
2028;VENTA;2023/11/8;29
2029;VENTA;2023/11/8;26
2031;VENTA;2023/11/8;52
2032;VENTA;2023/11/8;43
2038;VENTA;2023/11/8;39
2038;VENTA;2023/11/8;4
2043;VENTA;2023/11/8;41
2047;VENTA;2023/11/8;31
2050;VENTA;2023/11/8;33
2051;VENTA;2023/11/8;33
2054;VENTA;2023/11/8;25
2021;VENTA;2023/11/9;39
2023;VENTA;2023/11/9;15
2027;VENTA;2023/11/9;4
2032;VENTA;2023/11/9;42
2035;VENTA;2023/11/9;20
2039;VENTA;2023/11/9;42
2042;VENTA;2023/11/9;54
2043;VENTA;2023/11/9;32
2044;VENTA;2023/11/9;45
2051;VENTA;2023/11/9;10
2023;VENTA;2023/11/10;15
2025;VENTA;2023/11/10;31
2028;VENTA;2023/11/10;40
2030;VENTA;2023/11/10;4
2032;VENTA;2023/11/10;32
2035;VENTA;2023/11/10;44
2037;VENTA;2023/11/10;27
2038;VENTA;2023/11/10;5
2040;VENTA;2023/11/10;34
2041;VENTA;2023/11/10;51
2042;VENTA;2023/11/10;10
2043;VENTA;2023/11/10;19
2044;VENTA;2023/11/10;14
2047;VENTA;2023/11/10;26
2047;VENTA;2023/11/10;37
2024;VENTA;2023/11/11;29
2026;VENTA;2023/11/11;40
2028;VENTA;2023/11/11;3
2029;VENTA;2023/11/11;16
2036;VENTA;2023/11/11;15
2038;VENTA;2023/11/11;48
2038;VENTA;2023/11/11;51
2041;VENTA;2023/11/11;43
2044;VENTA;2023/11/11;54
2045;VENTA;2023/11/11;1
2046;VENTA;2023/11/11;42
2046;VENTA;2023/11/11;50
2048;VENTA;2023/11/11;29
2049;VENTA;2023/11/11;27
2052;VENTA;2023/11/11;19
2021;VENTA;2023/11/12;4
2022;VENTA;2023/11/12;23
2022;VENTA;2023/11/12;40
2035;VENTA;2023/11/12;47
2037;VENTA;2023/11/12;7
2039;VENTA;2023/11/12;32
2041;VENTA;2023/11/12;14
2041;VENTA;2023/11/12;33
2042;VENTA;2023/11/12;26
2048;VENTA;2023/11/12;42
2054;VENTA;2023/11/12;20
2022;VENTA;2023/11/13;51
2022;VENTA;2023/11/13;42
2022;VENTA;2023/11/13;48
2024;VENTA;2023/11/13;38
2030;VENTA;2023/11/13;12
2033;VENTA;2023/11/13;44
2036;VENTA;2023/11/13;42
2036;VENTA;2023/11/13;36
2038;VENTA;2023/11/13;17
2038;VENTA;2023/11/13;4
2041;VENTA;2023/11/13;3
2046;VENTA;2023/11/13;24
2048;VENTA;2023/11/13;44
2049;VENTA;2023/11/13;38
2052;VENTA;2023/11/13;14
2052;VENTA;2023/11/13;13
2022;VENTA;2023/11/14;19
2025;VENTA;2023/11/14;5
2028;VENTA;2023/11/14;23
2028;VENTA;2023/11/14;34
2029;VENTA;2023/11/14;25
2031;VENTA;2023/11/14;2
2031;VENTA;2023/11/14;2
2033;VENTA;2023/11/14;16
2034;VENTA;2023/11/14;11
2037;VENTA;2023/11/14;19
2038;VENTA;2023/11/14;11
2039;VENTA;2023/11/14;51
2041;VENTA;2023/11/14;33
2047;VENTA;2023/11/14;33
2049;VENTA;2023/11/14;7
2052;VENTA;2023/11/14;1
2021;VENTA;2023/11/15;16
2021;VENTA;2023/11/15;20
2022;VENTA;2023/11/15;23
2024;VENTA;2023/11/15;17
2024;VENTA;2023/11/15;28
2027;VENTA;2023/11/15;33
2029;VENTA;2023/11/15;21
2031;VENTA;2023/11/15;14
2031;VENTA;2023/11/15;25
2032;VENTA;2023/11/15;48
2033;VENTA;2023/11/15;21
2036;VENTA;2023/11/15;42
2040;VENTA;2023/11/15;28
2040;VENTA;2023/11/15;22
2043;VENTA;2023/11/15;6
2048;VENTA;2023/11/15;19
2048;VENTA;2023/11/15;16
2051;VENTA;2023/11/15;5
2021;VENTA;2023/11/16;4
2025;VENTA;2023/11/16;24
2025;VENTA;2023/11/16;18
2025;VENTA;2023/11/16;12
2026;VENTA;2023/11/16;40
2027;VENTA;2023/11/16;27
2031;VENTA;2023/11/16;10
2035;VENTA;2023/11/16;20
2038;VENTA;2023/11/16;52
2039;VENTA;2023/11/16;13
2040;VENTA;2023/11/16;39
2048;VENTA;2023/11/16;21
2052;VENTA;2023/11/16;49
2053;VENTA;2023/11/16;5
2054;VENTA;2023/11/16;7
2054;VENTA;2023/11/16;25
2022;VENTA;2023/11/17;24
2022;VENTA;2023/11/17;24
2024;VENTA;2023/11/17;16
2025;VENTA;2023/11/17;6
2025;VENTA;2023/11/17;49
2026;VENTA;2023/11/17;50
2031;VENTA;2023/11/17;51
2033;VENTA;2023/11/17;42
2034;VENTA;2023/11/17;20
2035;VENTA;2023/11/17;52
2035;VENTA;2023/11/17;23
2037;VENTA;2023/11/17;14
2041;VENTA;2023/11/17;35
2041;VENTA;2023/11/17;48
2041;VENTA;2023/11/17;39
2042;VENTA;2023/11/17;14
2046;VENTA;2023/11/17;52
2046;VENTA;2023/11/17;30
2046;VENTA;2023/11/17;23
2054;VENTA;2023/11/17;11
2023;VENTA;2023/11/18;3
2031;VENTA;2023/11/18;43
2033;VENTA;2023/11/18;28
2041;VENTA;2023/11/18;32
2043;VENTA;2023/11/18;34
2044;VENTA;2023/11/18;25
2050;VENTA;2023/11/18;19
2022;VENTA;2023/11/19;35
2022;VENTA;2023/11/19;24
2024;VENTA;2023/11/19;23
2027;VENTA;2023/11/19;30
2030;VENTA;2023/11/19;38
2030;VENTA;2023/11/19;29
2032;VENTA;2023/11/19;46
2039;VENTA;2023/11/19;26
2044;VENTA;2023/11/19;45
2047;VENTA;2023/11/19;20
2048;VENTA;2023/11/19;3
2049;VENTA;2023/11/19;53
2052;VENTA;2023/11/19;12
2022;VENTA;2023/11/20;6
2022;VENTA;2023/11/20;35
2023;VENTA;2023/11/20;15
2024;VENTA;2023/11/20;11
2027;VENTA;2023/11/20;16
2027;VENTA;2023/11/20;25
2028;VENTA;2023/11/20;2
2029;VENTA;2023/11/20;38
2032;VENTA;2023/11/20;3
2032;VENTA;2023/11/20;31
2033;VENTA;2023/11/20;20
2035;VENTA;2023/11/20;43
2035;VENTA;2023/11/20;34
2040;VENTA;2023/11/20;30
2042;VENTA;2023/11/20;18
2043;VENTA;2023/11/20;52
2044;VENTA;2023/11/20;47
2052;VENTA;2023/11/20;9
2022;VENTA;2023/11/21;16
2023;VENTA;2023/11/21;19
2023;VENTA;2023/11/21;27
2025;VENTA;2023/11/21;52
2026;VENTA;2023/11/21;38
2030;VENTA;2023/11/21;13
2030;VENTA;2023/11/21;1
2035;VENTA;2023/11/21;38
2036;VENTA;2023/11/21;32
2038;VENTA;2023/11/21;51
2050;VENTA;2023/11/21;46
2052;VENTA;2023/11/21;3
2053;VENTA;2023/11/21;34
2024;VENTA;2023/11/22;6
2026;VENTA;2023/11/22;53
2033;VENTA;2023/11/22;54
2035;VENTA;2023/11/22;42
2037;VENTA;2023/11/22;46
2038;VENTA;2023/11/22;7
2045;VENTA;2023/11/22;39
2049;VENTA;2023/11/22;4
2024;VENTA;2023/11/23;43
2027;VENTA;2023/11/23;19
2029;VENTA;2023/11/23;39
2030;VENTA;2023/11/23;6
2031;VENTA;2023/11/23;17
2032;VENTA;2023/11/23;9
2034;VENTA;2023/11/23;33
2034;VENTA;2023/11/23;1
2036;VENTA;2023/11/23;38
2036;VENTA;2023/11/23;27
2039;VENTA;2023/11/23;31
2040;VENTA;2023/11/23;52
2048;VENTA;2023/11/23;19
2049;VENTA;2023/11/23;17
2051;VENTA;2023/11/23;3
2021;VENTA;2023/11/24;44
2022;VENTA;2023/11/24;25
2025;VENTA;2023/11/24;42
2027;VENTA;2023/11/24;43
2028;VENTA;2023/11/24;4
2029;VENTA;2023/11/24;21
2036;VENTA;2023/11/24;29
2037;VENTA;2023/11/24;37
2039;VENTA;2023/11/24;33
2040;VENTA;2023/11/24;21
2042;VENTA;2023/11/24;30
2050;VENTA;2023/11/24;7
2053;VENTA;2023/11/24;53
2053;VENTA;2023/11/24;31
2054;VENTA;2023/11/24;39
2021;VENTA;2023/11/25;31
2029;VENTA;2023/11/25;3
2031;VENTA;2023/11/25;40
2032;VENTA;2023/11/25;39
2035;VENTA;2023/11/25;31
2036;VENTA;2023/11/25;6
2037;VENTA;2023/11/25;35
2039;VENTA;2023/11/25;49
2042;VENTA;2023/11/25;52
2043;VENTA;2023/11/25;54
2044;VENTA;2023/11/25;48
2050;VENTA;2023/11/25;2
2053;VENTA;2023/11/25;8
2053;VENTA;2023/11/25;25
2054;VENTA;2023/11/25;10
2054;VENTA;2023/11/25;19
2025;VENTA;2023/11/26;48
2025;VENTA;2023/11/26;52
2025;VENTA;2023/11/26;31
2026;VENTA;2023/11/26;53
2026;VENTA;2023/11/26;49
2028;VENTA;2023/11/26;3
2029;VENTA;2023/11/26;33
2036;VENTA;2023/11/26;4
2040;VENTA;2023/11/26;20
2041;VENTA;2023/11/26;33
2043;VENTA;2023/11/26;1
2046;VENTA;2023/11/26;38
2046;VENTA;2023/11/26;42
2021;VENTA;2023/11/27;18
2025;VENTA;2023/11/27;46
2026;VENTA;2023/11/27;53
2027;VENTA;2023/11/27;21
2033;VENTA;2023/11/27;25
2034;VENTA;2023/11/27;9
2041;VENTA;2023/11/27;23
2044;VENTA;2023/11/27;26
2046;VENTA;2023/11/27;41
2048;VENTA;2023/11/27;45
2052;VENTA;2023/11/27;28
2054;VENTA;2023/11/27;1
2054;VENTA;2023/11/27;12
2022;VENTA;2023/11/28;47
2023;VENTA;2023/11/28;41
2025;VENTA;2023/11/28;18
2026;VENTA;2023/11/28;45
2030;VENTA;2023/11/28;49
2030;VENTA;2023/11/28;47
2034;VENTA;2023/11/28;28
2035;VENTA;2023/11/28;40
2038;VENTA;2023/11/28;37
2038;VENTA;2023/11/28;11
2040;VENTA;2023/11/28;40
2045;VENTA;2023/11/28;50
2048;VENTA;2023/11/28;37
2050;VENTA;2023/11/28;36
2054;VENTA;2023/11/28;12
2021;VENTA;2023/11/29;50
2026;VENTA;2023/11/29;18
2035;VENTA;2023/11/29;44
2036;VENTA;2023/11/29;12
2041;VENTA;2023/11/29;43
2043;VENTA;2023/11/29;1
2045;VENTA;2023/11/29;34
2046;VENTA;2023/11/29;27
2047;VENTA;2023/11/29;12
2053;VENTA;2023/11/29;42
2022;VENTA;2023/11/30;9
2025;VENTA;2023/11/30;33
2026;VENTA;2023/11/30;31
2034;VENTA;2023/11/30;4
2039;VENTA;2023/11/30;47
2040;VENTA;2023/11/30;34
2041;VENTA;2023/11/30;36
2041;VENTA;2023/11/30;32
2042;VENTA;2023/11/30;38
2042;VENTA;2023/11/30;37
2044;VENTA;2023/11/30;49
2044;VENTA;2023/11/30;14
2045;VENTA;2023/11/30;13
2046;VENTA;2023/11/30;50
2048;VENTA;2023/11/30;13
2053;VENTA;2023/11/30;1
2053;VENTA;2023/11/30;41
2025;VENTA;2023/12/1;1
2028;VENTA;2023/12/1;16
2031;VENTA;2023/12/1;14
2031;VENTA;2023/12/1;50
2038;VENTA;2023/12/1;54
2040;VENTA;2023/12/1;34
2042;VENTA;2023/12/1;9
2043;VENTA;2023/12/1;53
2045;VENTA;2023/12/1;39
2045;VENTA;2023/12/1;31
2051;VENTA;2023/12/1;31
2052;VENTA;2023/12/1;13
2054;VENTA;2023/12/1;29
2023;VENTA;2023/12/2;49
2030;VENTA;2023/12/2;44
2032;VENTA;2023/12/2;18
2033;VENTA;2023/12/2;49
2036;VENTA;2023/12/2;5
2038;VENTA;2023/12/2;23
2038;VENTA;2023/12/2;52
2040;VENTA;2023/12/2;5
2041;VENTA;2023/12/2;6
2042;VENTA;2023/12/2;8
2052;VENTA;2023/12/2;49
2053;VENTA;2023/12/2;38
2054;VENTA;2023/12/2;32
2025;VENTA;2023/12/3;50
2027;VENTA;2023/12/3;52
2027;VENTA;2023/12/3;24
2029;VENTA;2023/12/3;6
2029;VENTA;2023/12/3;20
2030;VENTA;2023/12/3;43
2035;VENTA;2023/12/3;49
2036;VENTA;2023/12/3;50
2040;VENTA;2023/12/3;52
2040;VENTA;2023/12/3;38
2040;VENTA;2023/12/3;36
2041;VENTA;2023/12/3;29
2047;VENTA;2023/12/3;15
2047;VENTA;2023/12/3;49
2050;VENTA;2023/12/3;50
2051;VENTA;2023/12/3;45
2053;VENTA;2023/12/3;30
2053;VENTA;2023/12/3;42
2022;VENTA;2023/12/4;43
2023;VENTA;2023/12/4;42
2024;VENTA;2023/12/4;47
2025;VENTA;2023/12/4;34
2031;VENTA;2023/12/4;31
2035;VENTA;2023/12/4;34
2042;VENTA;2023/12/4;32
2042;VENTA;2023/12/4;2
2049;VENTA;2023/12/4;26
2051;VENTA;2023/12/4;36
2051;VENTA;2023/12/4;25
2051;VENTA;2023/12/4;32
2052;VENTA;2023/12/4;40
2021;VENTA;2023/12/5;35
2023;VENTA;2023/12/5;11
2028;VENTA;2023/12/5;4
2028;VENTA;2023/12/5;31
2029;VENTA;2023/12/5;52
2030;VENTA;2023/12/5;48
2033;VENTA;2023/12/5;33
2037;VENTA;2023/12/5;32
2038;VENTA;2023/12/5;16
2038;VENTA;2023/12/5;23
2040;VENTA;2023/12/5;21
2045;VENTA;2023/12/5;6
2046;VENTA;2023/12/5;21
2050;VENTA;2023/12/5;23
2050;VENTA;2023/12/5;50
2050;VENTA;2023/12/5;32
2053;VENTA;2023/12/5;40
2022;VENTA;2023/12/6;14
2023;VENTA;2023/12/6;1
2023;VENTA;2023/12/6;28
2027;VENTA;2023/12/6;48
2028;VENTA;2023/12/6;45
2028;VENTA;2023/12/6;53
2030;VENTA;2023/12/6;37
2030;VENTA;2023/12/6;54
2034;VENTA;2023/12/6;34
2035;VENTA;2023/12/6;26
2040;VENTA;2023/12/6;3
2042;VENTA;2023/12/6;23
2047;VENTA;2023/12/6;2
2048;VENTA;2023/12/6;1
2049;VENTA;2023/12/6;5
2050;VENTA;2023/12/6;4
2052;VENTA;2023/12/6;20
2054;VENTA;2023/12/6;30
2024;VENTA;2023/12/7;27
2024;VENTA;2023/12/7;11
2026;VENTA;2023/12/7;23
2026;VENTA;2023/12/7;28
2029;VENTA;2023/12/7;33
2033;VENTA;2023/12/7;53
2036;VENTA;2023/12/7;12
2037;VENTA;2023/12/7;29
2040;VENTA;2023/12/7;24
2044;VENTA;2023/12/7;30
2050;VENTA;2023/12/7;4
2053;VENTA;2023/12/7;19
2053;VENTA;2023/12/7;22
2054;VENTA;2023/12/7;15
2032;VENTA;2023/12/8;20
2035;VENTA;2023/12/8;51
2038;VENTA;2023/12/8;47
2040;VENTA;2023/12/8;7
2042;VENTA;2023/12/8;52
2047;VENTA;2023/12/8;32
2053;VENTA;2023/12/8;33
2021;VENTA;2023/12/9;46
2023;VENTA;2023/12/9;27
2026;VENTA;2023/12/9;15
2027;VENTA;2023/12/9;11
2027;VENTA;2023/12/9;17
2031;VENTA;2023/12/9;2
2032;VENTA;2023/12/9;45
2038;VENTA;2023/12/9;12
2042;VENTA;2023/12/9;23
2043;VENTA;2023/12/9;51
2045;VENTA;2023/12/9;44
2050;VENTA;2023/12/9;15
2051;VENTA;2023/12/9;10
2053;VENTA;2023/12/9;44
2054;VENTA;2023/12/9;52
2054;VENTA;2023/12/9;39
2021;VENTA;2023/12/10;34
2022;VENTA;2023/12/10;41
2024;VENTA;2023/12/10;2
2028;VENTA;2023/12/10;5
2030;VENTA;2023/12/10;42
2036;VENTA;2023/12/10;12
2040;VENTA;2023/12/10;41
2040;VENTA;2023/12/10;3
2040;VENTA;2023/12/10;28
2040;VENTA;2023/12/10;23
2044;VENTA;2023/12/10;5
2047;VENTA;2023/12/10;21
2048;VENTA;2023/12/10;3
2051;VENTA;2023/12/10;50
2052;VENTA;2023/12/10;32
2053;VENTA;2023/12/10;53
2053;VENTA;2023/12/10;46
2054;VENTA;2023/12/10;14
2023;VENTA;2023/12/11;51
2027;VENTA;2023/12/11;36
2027;VENTA;2023/12/11;8
2028;VENTA;2023/12/11;3
2029;VENTA;2023/12/11;41
2032;VENTA;2023/12/11;46
2033;VENTA;2023/12/11;26
2033;VENTA;2023/12/11;46
2040;VENTA;2023/12/11;39
2041;VENTA;2023/12/11;45
2049;VENTA;2023/12/11;48
2050;VENTA;2023/12/11;45
2050;VENTA;2023/12/11;10
2050;VENTA;2023/12/11;17
2025;VENTA;2023/12/12;2
2025;VENTA;2023/12/12;45
2027;VENTA;2023/12/12;5
2028;VENTA;2023/12/12;25
2030;VENTA;2023/12/12;4
2033;VENTA;2023/12/12;5
2034;VENTA;2023/12/12;26
2035;VENTA;2023/12/12;18
2038;VENTA;2023/12/12;42
2043;VENTA;2023/12/12;40
2044;VENTA;2023/12/12;10
2044;VENTA;2023/12/12;8
2045;VENTA;2023/12/12;15
2046;VENTA;2023/12/12;21
2049;VENTA;2023/12/12;32
2052;VENTA;2023/12/12;35
2021;VENTA;2023/12/13;15
2022;VENTA;2023/12/13;1
2023;VENTA;2023/12/13;19
2023;VENTA;2023/12/13;12
2028;VENTA;2023/12/13;49
2033;VENTA;2023/12/13;52
2036;VENTA;2023/12/13;2
2037;VENTA;2023/12/13;27
2040;VENTA;2023/12/13;5
2046;VENTA;2023/12/13;50
2047;VENTA;2023/12/13;54
2054;VENTA;2023/12/13;8
2021;VENTA;2023/12/14;31
2023;VENTA;2023/12/14;53
2024;VENTA;2023/12/14;37
2026;VENTA;2023/12/14;24
2027;VENTA;2023/12/14;13
2029;VENTA;2023/12/14;21
2034;VENTA;2023/12/14;26
2036;VENTA;2023/12/14;37
2039;VENTA;2023/12/14;30
2040;VENTA;2023/12/14;3
2040;VENTA;2023/12/14;49
2040;VENTA;2023/12/14;51
2044;VENTA;2023/12/14;26
2047;VENTA;2023/12/14;47
2052;VENTA;2023/12/14;51
2052;VENTA;2023/12/14;9
2054;VENTA;2023/12/14;41
2021;VENTA;2023/12/15;17
2022;VENTA;2023/12/15;13
2022;VENTA;2023/12/15;39
2022;VENTA;2023/12/15;31
2024;VENTA;2023/12/15;15
2034;VENTA;2023/12/15;14
2037;VENTA;2023/12/15;2
2039;VENTA;2023/12/15;13
2039;VENTA;2023/12/15;34
2044;VENTA;2023/12/15;29
2046;VENTA;2023/12/15;15
2049;VENTA;2023/12/15;51
2052;VENTA;2023/12/15;14
2053;VENTA;2023/12/15;51
2023;VENTA;2023/12/16;51
2024;VENTA;2023/12/16;39
2025;VENTA;2023/12/16;49
2028;VENTA;2023/12/16;48
2028;VENTA;2023/12/16;2
2033;VENTA;2023/12/16;8
2033;VENTA;2023/12/16;34
2036;VENTA;2023/12/16;12
2037;VENTA;2023/12/16;37
2038;VENTA;2023/12/16;26
2039;VENTA;2023/12/16;50
2043;VENTA;2023/12/16;49
2045;VENTA;2023/12/16;17
2046;VENTA;2023/12/16;45
2048;VENTA;2023/12/16;20
2050;VENTA;2023/12/16;26
2051;VENTA;2023/12/16;5
2053;VENTA;2023/12/16;54
2021;VENTA;2023/12/17;21
2025;VENTA;2023/12/17;4
2027;VENTA;2023/12/17;17
2028;VENTA;2023/12/17;8
2029;VENTA;2023/12/17;21
2031;VENTA;2023/12/17;14
2033;VENTA;2023/12/17;14
2033;VENTA;2023/12/17;15
2036;VENTA;2023/12/17;40
2036;VENTA;2023/12/17;34
2037;VENTA;2023/12/17;20
2042;VENTA;2023/12/17;16
2046;VENTA;2023/12/17;40
2049;VENTA;2023/12/17;1
2052;VENTA;2023/12/17;48
2021;VENTA;2023/12/18;42
2025;VENTA;2023/12/18;38
2025;VENTA;2023/12/18;53
2030;VENTA;2023/12/18;13
2034;VENTA;2023/12/18;24
2034;VENTA;2023/12/18;26
2036;VENTA;2023/12/18;53
2039;VENTA;2023/12/18;20
2041;VENTA;2023/12/18;47
2041;VENTA;2023/12/18;28
2042;VENTA;2023/12/18;17
2043;VENTA;2023/12/18;4
2045;VENTA;2023/12/18;12
2053;VENTA;2023/12/18;36
2029;VENTA;2023/12/19;51
2033;VENTA;2023/12/19;41
2034;VENTA;2023/12/19;44
2035;VENTA;2023/12/19;33
2035;VENTA;2023/12/19;1
2036;VENTA;2023/12/19;19
2038;VENTA;2023/12/19;52
2039;VENTA;2023/12/19;26
2040;VENTA;2023/12/19;38
2043;VENTA;2023/12/19;19
2043;VENTA;2023/12/19;52
2047;VENTA;2023/12/19;52
2047;VENTA;2023/12/19;28
2049;VENTA;2023/12/19;11
2049;VENTA;2023/12/19;40
2052;VENTA;2023/12/19;48
2053;VENTA;2023/12/19;1
2021;VENTA;2023/12/20;4
2022;VENTA;2023/12/20;26
2023;VENTA;2023/12/20;32
2023;VENTA;2023/12/20;15
2024;VENTA;2023/12/20;20
2026;VENTA;2023/12/20;28
2026;VENTA;2023/12/20;21
2029;VENTA;2023/12/20;25
2030;VENTA;2023/12/20;36
2031;VENTA;2023/12/20;33
2032;VENTA;2023/12/20;43
2035;VENTA;2023/12/20;5
2039;VENTA;2023/12/20;51
2042;VENTA;2023/12/20;17
2043;VENTA;2023/12/20;26
2046;VENTA;2023/12/20;2
2047;VENTA;2023/12/20;15
2049;VENTA;2023/12/20;14
2050;VENTA;2023/12/20;27
2023;VENTA;2023/12/21;43
2023;VENTA;2023/12/21;38
2030;VENTA;2023/12/21;16
2038;VENTA;2023/12/21;39
2040;VENTA;2023/12/21;43
2042;VENTA;2023/12/21;3
2044;VENTA;2023/12/21;31
2044;VENTA;2023/12/21;26
2045;VENTA;2023/12/21;11
2054;VENTA;2023/12/21;44
2026;VENTA;2023/12/22;36
2028;VENTA;2023/12/22;21
2028;VENTA;2023/12/22;38
2030;VENTA;2023/12/22;18
2034;VENTA;2023/12/22;20
2034;VENTA;2023/12/22;44
2034;VENTA;2023/12/22;17
2035;VENTA;2023/12/22;19
2038;VENTA;2023/12/22;25
2038;VENTA;2023/12/22;12
2041;VENTA;2023/12/22;25
2041;VENTA;2023/12/22;18
2042;VENTA;2023/12/22;5
2044;VENTA;2023/12/22;22
2044;VENTA;2023/12/22;45
2046;VENTA;2023/12/22;23
2047;VENTA;2023/12/22;54
2049;VENTA;2023/12/22;44
2026;VENTA;2023/12/23;35
2027;VENTA;2023/12/23;2
2027;VENTA;2023/12/23;10
2028;VENTA;2023/12/23;39
2032;VENTA;2023/12/23;33
2035;VENTA;2023/12/23;1
2036;VENTA;2023/12/23;49
2039;VENTA;2023/12/23;8
2046;VENTA;2023/12/23;27
2049;VENTA;2023/12/23;42
2050;VENTA;2023/12/23;16
2051;VENTA;2023/12/23;46
2051;VENTA;2023/12/23;29
2021;VENTA;2023/12/24;33
2024;VENTA;2023/12/24;45
2024;VENTA;2023/12/24;29
2025;VENTA;2023/12/24;22
2025;VENTA;2023/12/24;53
2026;VENTA;2023/12/24;19
2029;VENTA;2023/12/24;44
2033;VENTA;2023/12/24;37
2038;VENTA;2023/12/24;8
2045;VENTA;2023/12/24;13
2026;VENTA;2023/12/25;20
2035;VENTA;2023/12/25;44
2047;VENTA;2023/12/25;50
2048;VENTA;2023/12/25;7
2049;VENTA;2023/12/25;5
2051;VENTA;2023/12/25;44
2052;VENTA;2023/12/25;39
2053;VENTA;2023/12/25;52
2054;VENTA;2023/12/25;18
2022;VENTA;2023/12/26;48
2022;VENTA;2023/12/26;13
2028;VENTA;2023/12/26;39
2031;VENTA;2023/12/26;44
2033;VENTA;2023/12/26;36
2037;VENTA;2023/12/26;52
2038;VENTA;2023/12/26;28
2040;VENTA;2023/12/26;36
2041;VENTA;2023/12/26;30
2041;VENTA;2023/12/26;54
2043;VENTA;2023/12/26;3
2044;VENTA;2023/12/26;20
2048;VENTA;2023/12/26;33
2052;VENTA;2023/12/26;42
2054;VENTA;2023/12/26;8
